Penyakit,Gejala_1,Gejala_2,Gejala_3,Gejala_4,Gejala_5,Gejala_6,Gejala_7,Gejala_8,Gejala_9,Gejala_10,Gejala_11,Gejala_12,Gejala_13,Gejala_14,Gejala_15,Gejala_16,Gejala_17
Hepatitis B,gatal, kelesuan, kulit_kekuningan, urin_gelap, kehilangan selera makan, sakit perut, kuning_urin, mata_menguning, rasa tidak enak, menerima_transfusi_darah, menerima_suntikan_tidak steril,,,,,,
Hepatitis B,gatal, kelelahan, kulit_kekuningan, urin_gelap, kehilangan selera makan, sakit perut, kuning_urin, mata_menguning, rasa tidak enak, menerima_transfusi_darah, menerima_suntikan_tidak steril,,,,,,
Hepatitis B,gatal, kelelahan, kelesuan, urin_gelap, kehilangan selera makan, sakit perut, kuning_urin, mata_menguning, rasa tidak enak, menerima_transfusi_darah, menerima_suntikan_tidak steril,,,,,,
Hepatitis B,gatal, kelelahan, kelesuan, kulit_kekuningan, kehilangan selera makan, sakit perut, kuning_urin, mata_menguning, rasa tidak enak, menerima_transfusi_darah, menerima_suntikan_tidak steril,,,,,,
Hepatitis B,gatal, kelelahan, kelesuan, kulit_kekuningan, urin_gelap, sakit perut, kuning_urin, mata_menguning, rasa tidak enak, menerima_transfusi_darah, menerima_suntikan_tidak steril,,,,,,
Hepatitis B,gatal, kelelahan, kelesuan, kulit_kekuningan, urin_gelap, kehilangan selera makan, kuning_urin, mata_menguning, rasa tidak enak, menerima_transfusi_darah, menerima_suntikan_tidak steril,,,,,,
Hepatitis B,gatal, kelelahan, kelesuan, kulit_kekuningan, urin_gelap, kehilangan selera makan, sakit perut, mata_menguning, rasa tidak enak, menerima_transfusi_darah, menerima_suntikan_tidak steril,,,,,,
Hepatitis C, kelelahan, kulit_kekuningan, mual, kehilangan selera makan, sejarah keluarga,,,,,,,,,,,,
Hepatitis C, kelelahan, kulit_kekuningan, mual, kehilangan selera makan, mata_menguning, sejarah keluarga,,,,,,,,,,,
Hepatitis C, kulit_kekuningan, mual, kehilangan selera makan, mata_menguning, sejarah keluarga,,,,,,,,,,,,
Hepatitis C, kelelahan, mual, kehilangan selera makan, mata_menguning, sejarah keluarga,,,,,,,,,,,,
Hepatitis C, kelelahan, kulit_kekuningan, kehilangan selera makan, mata_menguning, sejarah keluarga,,,,,,,,,,,,
Hepatitis C, kelelahan, kulit_kekuningan, mual, mata_menguning, sejarah keluarga,,,,,,,,,,,,
Hepatitis C, kelelahan, kulit_kekuningan, mual, kehilangan selera makan, sejarah keluarga,,,,,,,,,,,,
Hepatitis C, kelelahan, kulit_kekuningan, mual, kehilangan selera makan, mata_menguning,,,,,,,,,,,,
Hepatitis C, kelelahan, kulit_kekuningan, mual, kehilangan selera makan, mata_menguning, sejarah keluarga,,,,,,,,,,,
Hepatitis C, kelelahan, kulit_kekuningan, mual, kehilangan selera makan, mata_menguning, sejarah keluarga,,,,,,,,,,,
Hepatitis D, nyeri sendi, muntah, kelelahan, kulit_kekuningan, urin_gelap, mual, kehilangan selera makan, sakit perut, mata_menguning,,,,,,,,
Hepatitis D, muntah, kelelahan, kulit_kekuningan, urin_gelap, mual, kehilangan selera makan, sakit perut, mata_menguning,,,,,,,,,
Hepatitis D, nyeri sendi, kelelahan, kulit_kekuningan, urin_gelap, mual, kehilangan selera makan, sakit perut, mata_menguning,,,,,,,,,
Hepatitis D, nyeri sendi, muntah, kulit_kekuningan, urin_gelap, mual, kehilangan selera makan, sakit perut, mata_menguning,,,,,,,,,
Hepatitis D, nyeri sendi, muntah, kelelahan, urin_gelap, mual, kehilangan selera makan, sakit perut, mata_menguning,,,,,,,,,
Hepatitis D, nyeri sendi, muntah, kelelahan, kulit_kekuningan, mual, kehilangan selera makan, sakit perut, mata_menguning,,,,,,,,,
Hepatitis D, nyeri sendi, muntah, kelelahan, kulit_kekuningan, urin_gelap, kehilangan selera makan, sakit perut, mata_menguning,,,,,,,,,
Hepatitis D, nyeri sendi, muntah, kelelahan, kulit_kekuningan, urin_gelap, mual, sakit perut, mata_menguning,,,,,,,,,
Hepatitis D, nyeri sendi, muntah, kelelahan, kulit_kekuningan, urin_gelap, mual, kehilangan selera makan, mata_menguning,,,,,,,,,
Hepatitis D, nyeri sendi, muntah, kelelahan, kulit_kekuningan, urin_gelap, mual, kehilangan selera makan, sakit perut,,,,,,,,,
Hepatitis E, nyeri sendi, muntah, kelelahan, demam tinggi, kulit_kekuningan, urin_gelap, mual, kehilangan selera makan, sakit perut, mata_menguning, koma, perut_pendarahan,,,,,
Hepatitis E, nyeri sendi, muntah, kelelahan, demam tinggi, kulit_kekuningan, urin_gelap, mual, kehilangan selera makan, sakit perut, mata_menguning, kegagalan_hati_akut, koma, perut_pendarahan,,,,
Hepatitis E, nyeri sendi, muntah, kelelahan, demam tinggi, kulit_kekuningan, urin_gelap, mual, kehilangan selera makan, sakit perut, mata_menguning, kegagalan_hati_akut, koma, perut_pendarahan,,,,
Hepatitis E, muntah, kelelahan, demam tinggi, kulit_kekuningan, urin_gelap, mual, kehilangan selera makan, sakit perut, mata_menguning, kegagalan_hati_akut, koma, perut_pendarahan,,,,,
Hepatitis E, nyeri sendi, kelelahan, demam tinggi, kulit_kekuningan, urin_gelap, mual, kehilangan selera makan, sakit perut, mata_menguning, kegagalan_hati_akut, koma, perut_pendarahan,,,,,
Hepatitis E, nyeri sendi, muntah, demam tinggi, kulit_kekuningan, urin_gelap, mual, kehilangan selera makan, sakit perut, mata_menguning, kegagalan_hati_akut, koma, perut_pendarahan,,,,,
Hepatitis E, nyeri sendi, muntah, kelelahan, kulit_kekuningan, urin_gelap, mual, kehilangan selera makan, sakit perut, mata_menguning, kegagalan_hati_akut, koma, perut_pendarahan,,,,,
Hepatitis E, nyeri sendi, muntah, kelelahan, demam tinggi, urin_gelap, mual, kehilangan selera makan, sakit perut, mata_menguning, kegagalan_hati_akut, koma, perut_pendarahan,,,,,
Hepatitis E, nyeri sendi, muntah, kelelahan, demam tinggi, kulit_kekuningan, mual, kehilangan selera makan, sakit perut, mata_menguning, kegagalan_hati_akut, koma, perut_pendarahan,,,,,
Hepatitis E, nyeri sendi, muntah, kelelahan, demam tinggi, kulit_kekuningan, urin_gelap, kehilangan selera makan, sakit perut, mata_menguning, kegagalan_hati_akut, koma, perut_pendarahan,,,,,
Hepatitis alkoholik, muntah, kulit_kekuningan, sakit perut, pembengkakan_perut_, distensi_perut_, riwayat_konsumsi_alkohol, kelebihan cairan,,,,,,,,,,
Hepatitis alkoholik, muntah, kulit_kekuningan, sakit perut, pembengkakan_perut_, distensi_perut_, riwayat_konsumsi_alkohol, kelebihan cairan,,,,,,,,,,
Hepatitis alkoholik, kulit_kekuningan, sakit perut, pembengkakan_perut_, distensi_perut_, riwayat_konsumsi_alkohol, kelebihan cairan,,,,,,,,,,,
Hepatitis alkoholik, muntah, sakit perut, pembengkakan_perut_, distensi_perut_, riwayat_konsumsi_alkohol, kelebihan cairan,,,,,,,,,,,
Hepatitis alkoholik, muntah, kulit_kekuningan, pembengkakan_perut_, distensi_perut_, riwayat_konsumsi_alkohol, kelebihan cairan,,,,,,,,,,,
Hepatitis alkoholik, muntah, kulit_kekuningan, sakit perut, distensi_perut_, riwayat_konsumsi_alkohol, kelebihan cairan,,,,,,,,,,,
Hepatitis alkoholik, muntah, kulit_kekuningan, sakit perut, pembengkakan_perut_, riwayat_konsumsi_alkohol, kelebihan cairan,,,,,,,,,,,
Hepatitis alkoholik, muntah, kulit_kekuningan, sakit perut, pembengkakan_perut_, distensi_perut_, kelebihan cairan,,,,,,,,,,,
Hepatitis alkoholik, muntah, kulit_kekuningan, sakit perut, pembengkakan_perut_, distensi_perut_, riwayat_konsumsi_alkohol,,,,,,,,,,,
Hepatitis alkoholik, muntah, kulit_kekuningan, sakit perut, pembengkakan_perut_, distensi_perut_, riwayat_konsumsi_alkohol, kelebihan cairan,,,,,,,,,,
TBC, panas dingin, muntah, kelelahan, berat_penurunan, batuk, demam tinggi, sesak napas, berkeringat, kehilangan selera makan, ringan_demam, mata_menguning, pembengkakan_kelenjar getah bening, rasa tidak enak, dahak, nyeri dada, darah_dalam_dahak,
TBC, panas dingin, muntah, kelelahan, berat_penurunan, batuk, demam tinggi, sesak napas, berkeringat, kehilangan selera makan, ringan_demam, mata_menguning, pembengkakan_kelenjar getah bening, rasa tidak enak, dahak, nyeri dada, darah_dalam_dahak,
TBC, muntah, kelelahan, berat_penurunan, batuk, demam tinggi, sesak napas, berkeringat, kehilangan selera makan, ringan_demam, mata_menguning, pembengkakan_kelenjar getah bening, rasa tidak enak, dahak, nyeri dada, darah_dalam_dahak,,
TBC, panas dingin, kelelahan, berat_penurunan, batuk, demam tinggi, sesak napas, berkeringat, kehilangan selera makan, ringan_demam, mata_menguning, pembengkakan_kelenjar getah bening, rasa tidak enak, dahak, nyeri dada, darah_dalam_dahak,,
TBC, panas dingin, muntah, berat_penurunan, batuk, demam tinggi, sesak napas, berkeringat, kehilangan selera makan, ringan_demam, mata_menguning, pembengkakan_kelenjar getah bening, rasa tidak enak, dahak, nyeri dada, darah_dalam_dahak,,
TBC, panas dingin, muntah, kelelahan, batuk, demam tinggi, sesak napas, berkeringat, kehilangan selera makan, ringan_demam, mata_menguning, pembengkakan_kelenjar getah bening, rasa tidak enak, dahak, nyeri dada, darah_dalam_dahak,,
TBC, panas dingin, muntah, kelelahan, berat_penurunan, demam tinggi, sesak napas, berkeringat, kehilangan selera makan, ringan_demam, mata_menguning, pembengkakan_kelenjar getah bening, rasa tidak enak, dahak, nyeri dada, darah_dalam_dahak,,
TBC, panas dingin, muntah, kelelahan, berat_penurunan, batuk, sesak napas, berkeringat, kehilangan selera makan, ringan_demam, mata_menguning, pembengkakan_kelenjar getah bening, rasa tidak enak, dahak, nyeri dada, darah_dalam_dahak,,
TBC, panas dingin, muntah, kelelahan, berat_penurunan, batuk, demam tinggi, berkeringat, kehilangan selera makan, ringan_demam, mata_menguning, pembengkakan_kelenjar getah bening, rasa tidak enak, dahak, nyeri dada, darah_dalam_dahak,,
TBC, panas dingin, muntah, kelelahan, berat_penurunan, batuk, demam tinggi, sesak napas, kehilangan selera makan, ringan_demam, mata_menguning, pembengkakan_kelenjar getah bening, rasa tidak enak, dahak, nyeri dada, darah_dalam_dahak,,
Flu biasa, terus menerus_bersin, panas dingin, kelelahan, batuk, demam tinggi, sakit kepala, pembengkakan_kelenjar getah bening, rasa tidak enak, dahak, tenggorokan_iritasi, kemerahan_mata_, tekanan_sinus, pilek, penyumbatan, nyeri dada, kehilangan_bau_, nyeri otot
Flu biasa, terus menerus_bersin, panas dingin, kelelahan, batuk, demam tinggi, sakit kepala, pembengkakan_kelenjar getah bening, rasa tidak enak, dahak, tenggorokan_iritasi, kemerahan_mata_, tekanan_sinus, pilek, penyumbatan, nyeri dada, kehilangan_bau_, nyeri otot
Flu biasa, panas dingin, kelelahan, batuk, demam tinggi, sakit kepala, pembengkakan_kelenjar getah bening, rasa tidak enak, dahak, tenggorokan_iritasi, kemerahan_mata_, tekanan_sinus, pilek, penyumbatan, nyeri dada, kehilangan_bau_, nyeri otot,
Flu biasa, terus menerus_bersin, kelelahan, batuk, demam tinggi, sakit kepala, pembengkakan_kelenjar getah bening, rasa tidak enak, dahak, tenggorokan_iritasi, kemerahan_mata_, tekanan_sinus, pilek, penyumbatan, nyeri dada, kehilangan_bau_, nyeri otot,
Flu biasa, terus menerus_bersin, panas dingin, batuk, demam tinggi, sakit kepala, pembengkakan_kelenjar getah bening, rasa tidak enak, dahak, tenggorokan_iritasi, kemerahan_mata_, tekanan_sinus, pilek, penyumbatan, nyeri dada, kehilangan_bau_, nyeri otot,
Flu biasa, terus menerus_bersin, panas dingin, kelelahan, demam tinggi, sakit kepala, pembengkakan_kelenjar getah bening, rasa tidak enak, dahak, tenggorokan_iritasi, kemerahan_mata_, tekanan_sinus, pilek, penyumbatan, nyeri dada, kehilangan_bau_, nyeri otot,
Flu biasa, terus menerus_bersin, panas dingin, kelelahan, batuk, sakit kepala, pembengkakan_kelenjar getah bening, rasa tidak enak, dahak, tenggorokan_iritasi, kemerahan_mata_, tekanan_sinus, pilek, penyumbatan, nyeri dada, kehilangan_bau_, nyeri otot,
Flu biasa, terus menerus_bersin, panas dingin, kelelahan, batuk, demam tinggi, pembengkakan_kelenjar getah bening, rasa tidak enak, dahak, tenggorokan_iritasi, kemerahan_mata_, tekanan_sinus, pilek, penyumbatan, nyeri dada, kehilangan_bau_, nyeri otot,
Flu biasa, terus menerus_bersin, panas dingin, kelelahan, batuk, demam tinggi, sakit kepala, rasa tidak enak, dahak, tenggorokan_iritasi, kemerahan_mata_, tekanan_sinus, pilek, penyumbatan, nyeri dada, kehilangan_bau_, nyeri otot,
Flu biasa, terus menerus_bersin, panas dingin, kelelahan, batuk, demam tinggi, sakit kepala, pembengkakan_kelenjar getah bening, dahak, tenggorokan_iritasi, kemerahan_mata_, tekanan_sinus, pilek, penyumbatan, nyeri dada, kehilangan_bau_, nyeri otot,
Radang paru-paru, panas dingin, kelelahan, batuk, demam tinggi, sesak napas, berkeringat, rasa tidak enak, nyeri dada, detak_jantung_cepat, berkarat_dahak,,,,,,,
Radang paru-paru, panas dingin, kelelahan, batuk, demam tinggi, sesak napas, berkeringat, rasa tidak enak, dahak, nyeri dada, detak_jantung_cepat, berkarat_dahak,,,,,,
Radang paru-paru, panas dingin, kelelahan, batuk, demam tinggi, sesak napas, berkeringat, rasa tidak enak, dahak, nyeri dada, detak_jantung_cepat, berkarat_dahak,,,,,,
Radang paru-paru, kelelahan, batuk, demam tinggi, sesak napas, berkeringat, rasa tidak enak, dahak, nyeri dada, detak_jantung_cepat, berkarat_dahak,,,,,,,
Radang paru-paru, panas dingin, batuk, demam tinggi, sesak napas, berkeringat, rasa tidak enak, dahak, nyeri dada, detak_jantung_cepat, berkarat_dahak,,,,,,,
Radang paru-paru, panas dingin, kelelahan, demam tinggi, sesak napas, berkeringat, rasa tidak enak, dahak, nyeri dada, detak_jantung_cepat, berkarat_dahak,,,,,,,
Radang paru-paru, panas dingin, kelelahan, batuk, sesak napas, berkeringat, rasa tidak enak, dahak, nyeri dada, detak_jantung_cepat, berkarat_dahak,,,,,,,
Radang paru-paru, panas dingin, kelelahan, batuk, demam tinggi, berkeringat, rasa tidak enak, dahak, nyeri dada, detak_jantung_cepat, berkarat_dahak,,,,,,,
Radang paru-paru, panas dingin, kelelahan, batuk, demam tinggi, sesak napas, rasa tidak enak, dahak, nyeri dada, detak_jantung_cepat, berkarat_dahak,,,,,,,
Radang paru-paru, panas dingin, kelelahan, batuk, demam tinggi, sesak napas, berkeringat, dahak, nyeri dada, detak_jantung_cepat, berkarat_dahak,,,,,,,
Wasir dimorfik (tumpukan), sembelit, nyeri_selama_gerakan_usus, nyeri_di_anal_wilayah, bangku_berdarah, iritasi_di_anus,,,,,,,,,,,,
Wasir dimorfik (tumpukan), sembelit, nyeri_selama_gerakan_usus, nyeri_di_anal_wilayah, bangku_berdarah, iritasi_di_anus,,,,,,,,,,,,
Wasir dimorfik (tumpukan), sembelit, nyeri_selama_gerakan_usus, nyeri_di_anal_wilayah, bangku_berdarah, iritasi_di_anus,,,,,,,,,,,,
Wasir dimorfik (tumpukan), nyeri_selama_gerakan_usus, nyeri_di_anal_wilayah, bangku_berdarah, iritasi_di_anus,,,,,,,,,,,,,
Wasir dimorfik (tumpukan), sembelit, nyeri_di_anal_wilayah, bangku_berdarah, iritasi_di_anus,,,,,,,,,,,,,
Wasir dimorfik (tumpukan), sembelit, nyeri_selama_gerakan_usus, bangku_berdarah, iritasi_di_anus,,,,,,,,,,,,,
Wasir dimorfik (tumpukan), sembelit, nyeri_selama_gerakan_usus, nyeri_di_anal_wilayah, iritasi_di_anus,,,,,,,,,,,,,
Wasir dimorfik (tumpukan), sembelit, nyeri_selama_gerakan_usus, nyeri_di_anal_wilayah, bangku_berdarah,,,,,,,,,,,,,
Wasir dimorfik (tumpukan), sembelit, nyeri_selama_gerakan_usus, nyeri_di_anal_wilayah, bangku_berdarah, iritasi_di_anus,,,,,,,,,,,,
Wasir dimorfik (tumpukan), sembelit, nyeri_selama_gerakan_usus, nyeri_di_anal_wilayah, bangku_berdarah, iritasi_di_anus,,,,,,,,,,,,
Serangan jantung, muntah, sesak napas, berkeringat, nyeri dada,,,,,,,,,,,,,
Serangan jantung, muntah, sesak napas, berkeringat, nyeri dada,,,,,,,,,,,,,
Serangan jantung, sesak napas, berkeringat, nyeri dada,,,,,,,,,,,,,,
Serangan jantung, muntah, berkeringat, nyeri dada,,,,,,,,,,,,,,
Serangan jantung, muntah, sesak napas, nyeri dada,,,,,,,,,,,,,,
Serangan jantung, muntah, sesak napas, berkeringat,,,,,,,,,,,,,,
Serangan jantung, muntah, sesak napas, berkeringat, nyeri dada,,,,,,,,,,,,,
Serangan jantung, sesak napas, berkeringat, nyeri dada,,,,,,,,,,,,,,
Serangan jantung, muntah, berkeringat, nyeri dada,,,,,,,,,,,,,,
Serangan jantung, muntah, sesak napas, nyeri dada,,,,,,,,,,,,,,
Pembuluh mekar, kelelahan, kram, memar, kegemukan, kaki_bengkak, pembuluh darah_bengkak, vena_menonjol_di_betis,,,,,,,,,,
Pembuluh mekar, kelelahan, kram, memar, kegemukan, kaki_bengkak, pembuluh darah_bengkak, vena_menonjol_di_betis,,,,,,,,,,
Pembuluh mekar, kram, memar, kegemukan, kaki_bengkak, pembuluh darah_bengkak, vena_menonjol_di_betis,,,,,,,,,,,
Pembuluh mekar, kelelahan, memar, kegemukan, kaki_bengkak, pembuluh darah_bengkak, vena_menonjol_di_betis,,,,,,,,,,,
Pembuluh mekar, kelelahan, kram, kegemukan, kaki_bengkak, pembuluh darah_bengkak, vena_menonjol_di_betis,,,,,,,,,,,
Pembuluh mekar, kelelahan, kram, memar, kaki_bengkak, pembuluh darah_bengkak, vena_menonjol_di_betis,,,,,,,,,,,
Pembuluh mekar, kelelahan, kram, memar, kegemukan, pembuluh darah_bengkak, vena_menonjol_di_betis,,,,,,,,,,,
Pembuluh mekar, kelelahan, kram, memar, kegemukan, kaki_bengkak, vena_menonjol_di_betis,,,,,,,,,,,
Pembuluh mekar, kelelahan, kram, memar, kegemukan, kaki_bengkak, pembuluh darah_bengkak,,,,,,,,,,,
Pembuluh mekar, kelelahan, kram, memar, kegemukan, kaki_bengkak, vena_menonjol_di_betis,,,,,,,,,,,
Hipotiroidisme, kelelahan, berat_penambahan, tangan_dan_kaki_dingin, suasana hati_ayunan, kelesuan, pusing, wajah_dan_mata_bengkak, pembesaran_tiroid, kuku rapuh, bengkak_ekstremitas, depresi, sifat lekas marah, abnormal_menstruasi,,,,
Hipotiroidisme, kelelahan, berat_penambahan, tangan_dan_kaki_dingin, suasana hati_ayunan, kelesuan, pusing, wajah_dan_mata_bengkak, pembesaran_tiroid, kuku rapuh, bengkak_ekstremitas, depresi, sifat lekas marah, abnormal_menstruasi,,,,
Hipotiroidisme, berat_penambahan, tangan_dan_kaki_dingin, suasana hati_ayunan, kelesuan, pusing, wajah_dan_mata_bengkak, pembesaran_tiroid, kuku rapuh, bengkak_ekstremitas, depresi, sifat lekas marah, abnormal_menstruasi,,,,,
Hipotiroidisme, berat_penambahan, tangan_dan_kaki_dingin, suasana hati_ayunan, kelesuan, pusing, wajah_dan_mata_bengkak, pembesaran_tiroid, kuku rapuh, bengkak_ekstremitas, depresi, sifat lekas marah, abnormal_menstruasi,,,,,
Hipotiroidisme, kelelahan, tangan_dan_kaki_dingin, suasana hati_ayunan, kelesuan, pusing, wajah_dan_mata_bengkak, pembesaran_tiroid, kuku rapuh, bengkak_ekstremitas, depresi, sifat lekas marah, abnormal_menstruasi,,,,,
Hipotiroidisme, kelelahan, berat_penambahan, suasana hati_ayunan, kelesuan, pusing, wajah_dan_mata_bengkak, pembesaran_tiroid, kuku rapuh, bengkak_ekstremitas, depresi, sifat lekas marah, abnormal_menstruasi,,,,,
Hipotiroidisme, kelelahan, berat_penambahan, tangan_dan_kaki_dingin, kelesuan, pusing, wajah_dan_mata_bengkak, pembesaran_tiroid, kuku rapuh, bengkak_ekstremitas, depresi, sifat lekas marah, abnormal_menstruasi,,,,,
Hipotiroidisme, kelelahan, berat_penambahan, tangan_dan_kaki_dingin, suasana hati_ayunan, pusing, wajah_dan_mata_bengkak, pembesaran_tiroid, kuku rapuh, bengkak_ekstremitas, depresi, sifat lekas marah, abnormal_menstruasi,,,,,
Hipotiroidisme, kelelahan, berat_penambahan, tangan_dan_kaki_dingin, suasana hati_ayunan, kelesuan, wajah_dan_mata_bengkak, pembesaran_tiroid, kuku rapuh, bengkak_ekstremitas, depresi, sifat lekas marah, abnormal_menstruasi,,,,,
Hipotiroidisme, kelelahan, berat_penambahan, tangan_dan_kaki_dingin, suasana hati_ayunan, kelesuan, pusing, pembesaran_tiroid, kuku rapuh, bengkak_ekstremitas, depresi, sifat lekas marah, abnormal_menstruasi,,,,,
Hipertiroidisme, kelelahan, suasana hati_ayunan, berat_penurunan, kegelisahan, berkeringat, diare, detak_jantung_cepat, berlebihan_kelaparan, kelemahan otot, sifat lekas marah, abnormal_menstruasi,,,,,,
Hipertiroidisme, kelelahan, suasana hati_ayunan, berat_penurunan, kegelisahan, berkeringat, diare, detak_jantung_cepat, berlebihan_kelaparan, kelemahan otot, sifat lekas marah, abnormal_menstruasi,,,,,,
Hipertiroidisme, suasana hati_ayunan, berat_penurunan, kegelisahan, berkeringat, diare, detak_jantung_cepat, berlebihan_kelaparan, kelemahan otot, sifat lekas marah, abnormal_menstruasi,,,,,,,
Hipertiroidisme, kelelahan, berat_penurunan, kegelisahan, berkeringat, diare, detak_jantung_cepat, berlebihan_kelaparan, kelemahan otot, sifat lekas marah, abnormal_menstruasi,,,,,,,
Hipertiroidisme, kelelahan, suasana hati_ayunan, kegelisahan, berkeringat, diare, detak_jantung_cepat, berlebihan_kelaparan, kelemahan otot, sifat lekas marah, abnormal_menstruasi,,,,,,,
Hipertiroidisme, kelelahan, suasana hati_ayunan, berat_penurunan, berkeringat, diare, detak_jantung_cepat, berlebihan_kelaparan, kelemahan otot, sifat lekas marah, abnormal_menstruasi,,,,,,,
Hipertiroidisme, kelelahan, suasana hati_ayunan, berat_penurunan, kegelisahan, diare, detak_jantung_cepat, berlebihan_kelaparan, kelemahan otot, sifat lekas marah, abnormal_menstruasi,,,,,,,
Hipertiroidisme, kelelahan, suasana hati_ayunan, berat_penurunan, kegelisahan, berkeringat, detak_jantung_cepat, berlebihan_kelaparan, kelemahan otot, sifat lekas marah, abnormal_menstruasi,,,,,,,
Hipertiroidisme, kelelahan, suasana hati_ayunan, berat_penurunan, kegelisahan, berkeringat, diare, berlebihan_kelaparan, kelemahan otot, sifat lekas marah, abnormal_menstruasi,,,,,,,
Hipertiroidisme, kelelahan, suasana hati_ayunan, berat_penurunan, kegelisahan, berkeringat, diare, detak_jantung_cepat, kelemahan otot, sifat lekas marah, abnormal_menstruasi,,,,,,,
